0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.143194444444444
1e-16,0,0,0,0,0,0,0,0,0
1e-14,0,0,0,0,0,0,0,0,0
1e-12,1,1,1,1,1,1,1,1,1
1e-10,1,1,1,1,1,1,1,1,1
1e-08,1,1,1,1,1,1,1,1,1
1e-06,1,1,1,1,1,1,1,1,1
0.0001,1,1,1,1,1,1,1,1,1
0.01,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
