0,0.01,0.034883,0.074013,0.121224,0.173221,0.226258,0.282405,0.332916,0.380226
1e-16,0,0,0,0,0,0.02,0.01,0,0.01
1e-14,0,0,0.02,0.08,0.07,0.09,0.08,0.06,0.12
1e-12,1,1,1,1,1,1,1,1,1
1e-10,1,1,1,1,1,1,1,1,1
1e-08,1,1,1,1,1,1,1,1,1
1e-06,1,1,1,1,1,1,1,1,1
0.0001,1,1,1,1,1,1,1,1,1
0.01,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
